borrower_id,state,zip_code,annual_income,employment_length,home_ownership,fico_range_low,fico_range_high,open_accounts,total_accounts,delinq_2yrs,pub_rec,revol_util,dti,member_since
11332,MO,64189,39431.77,2,OWN,715,723,13,23,0,1,23.51,26.38,2023-09-16
11333,MO,64525,51341.35,2,RENT,697,705,17,27,0,0,58.69,21.56,2018-04-21
11334,WI,54070,85520.96,2,MORTGAGE,704,712,18,20,1,0,30.83,6.84,2018-05-03
11335,PA,16456,36041.71,2,MORTGAGE,675,683,13,27,0,0,50.6,21.44,2022-11-05
11336,WI,54175,51527.97,5,RENT,729,737,19,18,1,0,76.2,6.52,2021-08-07
11337,WI,54594,32185.03,10,RENT,728,736,13,16,0,0,93.16,14.55,2019-01-09
11338,TX,79280,25257.48,7,MORTGAGE,631,639,15,35,0,0,40.92,12.14,2022-06-05
11339,MI,48719,73903.71,2,MORTGAGE,711,719,17,20,0,0,57.87,28.54,2020-04-12
11340,VA,24407,98457.22,4,MORTGAGE,669,677,4,29,0,1,3.98,24.79,2022-11-18
11341,IN,46367,25519.34,4,OWN,609,617,18,29,0,0,55.75,37.59,2018-12-23
11342,OH,43746,79003.03,8,OWN,633,641,15,10,3,0,28.01,12.65,2023-07-22
11343,PA,15613,65416.86,3,RENT,745,753,19,38,0,0,71.04,16.52,2022-11-10
11344,OH,45830,29370.36,1,MORTGAGE,740,748,13,38,0,0,63.52,37.06,2022-12-15
11345,PA,15386,40866.71,6,MORTGAGE,730,738,4,35,1,0,41.94,21.44,2020-09-14
11346,FL,34131,30435.05,4,OWN,717,725,14,17,0,0,59.71,16.25,2018-01-07
11347,VA,22992,23968.94,3,RENT,718,726,17,13,1,0,59.61,11.2,2019-09-15
11348,MD,21066,19553.69,2,OWN,734,742,8,27,1,1,36.71,15.34,2023-08-14
11349,CA,91557,60510.05,0,RENT,721,729,16,19,0,0,17.31,28.14,2023-01-10
11350,TN,37352,11220.61,2,RENT,671,679,14,22,0,0,83.16,31.45,2019-05-10
11351,MO,63651,75998.29,9,MORTGAGE,712,720,18,22,0,0,46.92,34.52,2022-07-28
11352,OH,43279,30795.19,6,OWN,804,812,17,25,0,1,31.44,20.79,2023-05-17
11353,MD,21723,21919.41,3,MORTGAGE,729,737,13,11,0,0,48.72,19.27,2019-03-19
11354,OH,43951,115892.67,1,RENT,586,594,16,26,0,0,71.55,20.47,2018-06-09
11355,NJ,07243,70262.18,10,RENT,727,735,16,30,0,0,56.41,8.44,2020-09-01
11356,WA,99133,164728.82,2,MORTGAGE,692,700,10,20,1,0,74.21,41.8,2019-09-21
11357,TN,38253,58055.59,2,RENT,692,700,19,28,2,0,45.2,25.85,2021-07-23
11358,CA,94259,66875.16,8,MORTGAGE,633,641,16,17,0,0,19.58,27.6,2020-10-23
11359,MI,48265,60206.3,3,RENT,639,647,13,38,0,0,38.42,25.07,2023-05-01
11360,NY,10474,66481.28,6,RENT,689,697,9,37,0,1,82.15,30.72,2018-07-29
11361,OH,43256,91642.05,3,OWN,696,704,9,38,0,1,35.76,20.64,2021-11-28
11362,TX,77513,65576.24,1,OWN,723,731,12,16,1,0,69.27,6.25,2023-08-08
11363,NJ,07015,98595.91,10,MORTGAGE,765,773,19,15,0,0,28.72,31.26,2022-03-21
11364,MO,64650,88056.55,5,OWN,739,747,6,39,0,0,65.49,30.08,2022-10-07
11365,MA,01694,35657.87,7,RENT,771,779,11,28,0,0,4.27,9.76,2021-05-22
11366,WI,53934,74351.04,3,OWN,712,720,14,37,0,0,0.33,38.02,2021-10-01
11367,NY,10118,88289.68,1,MORTGAGE,577,585,11,25,0,0,6.25,9.17,2019-09-11
11368,WI,54402,82440.04,6,MORTGAGE,694,702,8,18,0,2,61.55,24.91,2019-04-12
11369,NC,27269,126401.87,2,MORTGAGE,643,651,17,18,2,0,40.7,13.58,2021-09-04
11370,TX,78474,78127.43,3,RENT,698,706,10,11,0,0,4.98,27.22,2019-01-20
11371,WA,98369,84531.97,6,RENT,832,840,12,17,0,0,79.57,38.35,2018-05-18
11372,MO,63424,81876.06,5,RENT,577,585,6,16,0,0,61.2,14.67,2021-03-30
11373,MO,63603,45488.54,2,MORTGAGE,671,679,9,39,0,0,36.02,29.17,2021-05-07
11374,MD,21350,44724.76,5,MORTGAGE,659,667,17,14,0,0,52.31,38.54,2021-02-12
11375,MA,01037,130797.16,2,RENT,785,793,8,15,0,0,13.66,44.52,2020-07-09
11376,PA,19547,24896.83,9,RENT,648,656,15,27,0,0,6.47,30.27,2021-09-29
11377,MA,02666,14472.87,5,MORTGAGE,715,723,16,18,0,0,20.94,21.77,2021-09-10
11378,MD,21182,50237.48,1,RENT,739,747,3,32,0,0,11.05,23.95,2023-04-06
11379,GA,30777,63171.22,2,OWN,667,675,18,29,3,0,81.04,41.06,2018-06-11
11380,OH,44809,56366.36,10,OWN,671,679,5,11,0,0,69.03,14.41,2021-03-09
11381,WA,98045,174614.12,8,RENT,639,647,16,34,0,0,16.66,42.66,2022-05-06
11382,MO,63507,20947.45,5,RENT,673,681,13,19,2,0,37.85,9.15,2021-07-15
11383,MI,49642,61830.86,10,RENT,596,604,12,16,0,0,41.16,37.65,2018-11-03
11384,GA,31714,50799.57,9,RENT,677,685,18,13,0,0,10.15,40.98,2020-04-18
11385,WA,98383,39182.55,9,MORTGAGE,719,727,9,39,0,1,58.29,8.43,2019-05-29
11386,MO,65643,22382.29,9,MORTGAGE,787,795,18,27,0,0,59.46,37.54,2023-05-23
11387,MD,21517,104589.22,2,RENT,827,835,14,38,0,0,85.26,26.15,2020-05-24
11388,TN,37889,79223.69,9,MORTGAGE,685,693,18,19,0,0,92.27,19.87,2022-12-27
11389,GA,30294,20958.72,1,RENT,611,619,14,36,3,0,27.16,25.01,2019-12-31
11390,GA,31467,54786.19,3,OWN,742,750,17,30,2,0,38.79,38.41,2020-06-06
11391,NC,28764,51068.4,1,MORTGAGE,709,717,16,25,3,0,91.39,39.92,2018-04-25
11392,OH,45248,132413.41,2,RENT,742,750,19,17,0,0,92.75,8.3,2021-07-26
11393,WI,54617,55306.12,7,OWN,745,753,15,14,0,0,38.68,42.82,2021-07-10
11394,MD,21865,69125.38,1,MORTGAGE,646,654,6,34,0,0,61.59,16.19,2022-06-09
11395,NY,10797,40704.36,5,MORTGAGE,690,698,5,34,0,0,24.09,14.61,2018-11-13
11396,IL,61046,25826.56,6,MORTGAGE,633,641,6,14,0,0,11.25,44.69,2020-08-07
11397,PA,17128,16092.41,5,RENT,762,770,17,14,0,0,36.97,32.75,2020-05-27
11398,FL,34960,192441.37,7,RENT,710,718,17,32,0,0,68.21,14.44,2021-11-13
11399,AZ,86486,43696.96,2,RENT,582,590,9,10,2,0,48.51,24.22,2022-04-12
11400,MO,63939,341958.64,2,RENT,752,760,16,17,0,0,10.27,24.23,2019-12-29
11401,CA,94447,14389.02,2,RENT,836,844,17,25,0,0,51.19,42.08,2018-08-24
11402,FL,33929,22267.4,7,MORTGAGE,735,743,15,17,0,0,84.98,20.35,2021-10-19
11403,CA,92278,28688.35,4,RENT,653,661,10,38,0,0,77.69,17.35,2020-06-22
11404,NJ,08197,37634.06,3,MORTGAGE,657,665,7,29,0,0,59.76,39.34,2021-03-31
11405,VA,23417,19402.63,6,MORTGAGE,675,683,8,31,0,0,44.71,5.16,2018-01-19
11406,VA,22445,78358.42,10,MORTGAGE,837,845,9,15,0,0,89.39,38.16,2022-08-05
11407,NJ,07926,35065.22,7,OWN,707,715,6,39,0,2,17.52,35.05,2018-10-21
11408,MO,63857,82050.44,6,MORTGAGE,713,721,6,20,1,0,7.06,6.63,2018-08-12
11409,PA,16859,58231.83,9,OWN,691,699,19,32,0,0,9.09,34.87,2022-09-14
11410,MA,01069,50509.28,1,RENT,707,715,11,12,2,0,33.56,33.48,2019-08-31
11411,OH,44177,48217.14,4,RENT,776,784,7,16,1,0,0.69,34.75,2018-05-19
11412,NJ,08852,57637.24,8,MORTGAGE,587,595,14,15,0,0,88.99,9.48,2019-03-06
11413,NY,11754,174193.71,9,MORTGAGE,697,705,7,20,0,0,18.09,23.78,2020-04-17
11414,NJ,08381,30815.82,3,MORTGAGE,789,797,6,32,0,0,24.4,18.61,2021-11-08
11415,NY,14749,51458.8,5,RENT,730,738,9,28,0,0,54.17,32.46,2020-04-18
11416,VA,22062,52976.56,5,OWN,777,785,19,14,1,0,35.53,43.4,2021-06-16
11417,TN,38297,91654.93,9,RENT,578,586,6,29,1,0,55.37,43.45,2018-08-10
11418,TX,77962,20475.78,5,OWN,656,664,3,14,0,0,39.41,44.89,2019-10-12
11419,MI,49471,45709.49,4,OWN,681,689,13,13,0,0,78.82,20.02,2019-08-21
11420,GA,30612,75998.23,5,RENT,639,647,7,11,2,0,64.47,20.65,2021-01-16
11421,NY,12676,25424.64,6,RENT,706,714,4,38,0,0,34.85,14.67,2022-11-16
11422,PA,15843,43847.56,6,MORTGAGE,741,749,13,14,0,0,39.59,33.49,2019-07-15
11423,OH,44113,43437.79,8,RENT,778,786,4,28,0,0,90.47,25.37,2022-05-02
11424,TN,37836,37624.45,2,RENT,648,656,11,33,0,0,56.93,34.15,2022-02-28
11425,CA,95531,58127.18,9,RENT,693,701,12,25,0,1,72.05,14.08,2022-04-23
11426,NY,12399,67726.64,5,MORTGAGE,749,757,12,39,0,0,78.72,5.3,2018-05-25
11427,OH,44718,28954.25,7,RENT,699,707,13,28,0,0,23.36,27.56,2021-04-13
11428,VA,22010,47706.02,7,OWN,611,619,5,15,0,0,52.03,30.18,2022-03-25
11429,GA,31544,126278.3,0,RENT,833,841,7,17,1,1,54.22,6.63,2021-06-07
11430,MD,21814,61256.88,9,MORTGAGE,746,754,10,27,0,0,93.97,40.11,2023-03-22
11431,MO,64659,19638.12,4,RENT,638,646,15,10,0,0,16.31,12.43,2022-03-18
11432,CA,91369,47105.83,1,MORTGAGE,723,731,6,23,2,0,62.56,41.56,2023-03-27
11433,MI,48142,171457.53,0,RENT,664,672,14,14,0,0,0.81,7.44,2020-09-19
11434,MO,63546,56643.7,10,OWN,670,678,7,23,0,0,40.17,37.15,2022-08-21
11435,WA,99145,53945.92,1,OWN,712,720,15,17,0,0,34.17,14.65,2023-04-21
11436,FL,34363,23011.98,4,RENT,677,685,17,30,0,0,67.81,42.48,2022-05-22
11437,MI,48398,40215.68,7,MORTGAGE,717,725,5,25,0,0,28.8,41.48,2023-10-26
11438,WI,54106,64677.84,0,OWN,668,676,12,19,1,0,8.88,31.74,2022-05-20
11439,OH,43015,57759.16,2,MORTGAGE,736,744,8,31,0,0,89.41,28.04,2022-12-19
11440,MA,01496,27932.45,1,MORTGAGE,643,651,18,34,1,0,8.54,5.45,2019-05-09
11441,CA,92279,103479.36,2,MORTGAGE,664,672,12,27,0,0,48.56,17.39,2020-11-12
11442,OH,43558,65158.55,1,RENT,579,587,9,26,0,0,11.99,35.52,2019-02-05
11443,OH,43051,82713.33,3,MORTGAGE,734,742,8,18,1,0,61.45,17.03,2023-01-25
11444,AZ,85008,20785.78,6,OWN,743,751,15,10,0,0,94.43,18.31,2022-07-19
11445,TN,37434,41890.76,4,MORTGAGE,834,842,8,39,0,0,68.03,26.88,2023-09-10
11446,GA,30975,21388.85,7,MORTGAGE,592,600,18,10,0,1,90.77,8.99,2018-06-11
11447,GA,31997,122009.37,9,RENT,829,837,9,13,1,0,54.27,7.95,2022-08-25
11448,MO,64158,23673.63,7,RENT,625,633,6,10,0,0,58.14,9.53,2023-07-28
11449,NJ,07175,38457.66,6,RENT,778,786,18,29,1,0,27.51,16.24,2021-09-15
11450,MI,48917,38029.65,4,RENT,637,645,11,27,0,0,94.15,44.83,2019-05-22
11451,OH,44126,53131.23,5,OWN,792,800,16,39,0,1,32.82,31.84,2019-10-16
11452,CA,90393,61277.18,4,MORTGAGE,612,620,8,15,0,0,94.09,22.94,2020-08-28
11453,NY,14424,66723.91,7,RENT,586,594,6,29,0,0,68.43,10.03,2019-07-04
11454,CA,91875,31198.91,0,RENT,746,754,5,13,0,0,41.75,9.45,2020-01-26
11455,GA,31033,31844.08,4,MORTGAGE,691,699,13,38,0,0,16.27,33.74,2021-02-22
11456,FL,32029,163203.29,10,MORTGAGE,719,727,3,29,0,0,68.09,17.06,2022-06-03
11457,NY,12640,56923.08,7,MORTGAGE,658,666,5,25,1,0,56.3,38.02,2021-12-26
11458,MI,49716,39905.04,1,MORTGAGE,587,595,14,16,1,0,54.17,16.96,2020-07-25
11459,FL,33177,40215.75,1,MORTGAGE,730,738,11,15,1,0,61.8,10.14,2021-03-12
11460,MI,49429,95842.94,8,MORTGAGE,764,772,9,14,0,0,62.21,14.5,2021-10-19
11461,TN,38158,30188.33,2,MORTGAGE,596,604,17,29,0,0,74.45,35.14,2022-12-18
11462,MO,64207,104603.03,3,RENT,702,710,12,15,0,0,32.47,44.96,2022-12-08
11463,FL,34811,85404.41,1,RENT,738,746,19,24,0,0,3.61,27.15,2020-09-30
11464,MI,49937,64964.58,10,RENT,699,707,16,20,0,0,83.22,13.85,2021-07-26
11465,IN,46943,211184.19,7,RENT,735,743,19,17,0,0,75.4,10.02,2022-04-23
11466,TN,37964,31176.14,5,RENT,647,655,12,39,0,0,9.21,19.88,2023-11-07
11467,NC,27728,10962.86,6,OWN,714,722,16,30,1,0,26.28,30.65,2019-10-21
11468,MD,20948,76033.58,6,RENT,732,740,19,31,0,1,17.67,37.99,2020-07-22
11469,GA,31413,34648.6,0,MORTGAGE,737,745,7,16,0,0,42.45,12.4,2023-06-10
11470,IL,62282,48105.27,6,OWN,714,722,14,15,1,0,7.69,25.46,2022-08-18
11471,TN,38130,58692.53,1,MORTGAGE,728,736,17,33,0,0,1.39,8.9,2022-08-25
11472,VA,22806,33370.4,6,OWN,691,699,4,21,0,0,80.25,42.64,2021-03-17
11473,NJ,08617,62176.31,3,RENT,727,735,6,16,0,0,79.96,24.89,2022-11-08
11474,MA,02107,34754.79,6,MORTGAGE,653,661,5,23,1,0,5.77,34.02,2021-06-21
11475,NC,27521,23273.32,9,MORTGAGE,841,849,13,14,0,0,53.6,35.67,2018-04-29
11476,MD,21905,135461.81,5,RENT,704,712,18,32,1,0,81.62,24.59,2023-05-14
11477,IL,62246,84567.72,4,RENT,709,717,9,35,0,0,46.02,35.55,2020-11-23
11478,NJ,07796,105035.93,1,RENT,709,717,11,28,0,0,47.24,36.75,2021-10-08
11479,TN,38236,34989.88,10,MORTGAGE,822,830,4,30,0,0,6.9,33.92,2023-10-19
11480,GA,31002,23738.93,9,RENT,697,705,19,33,0,1,28.58,23.74,2020-08-10
11481,MO,63233,92136.65,6,OWN,708,716,7,30,1,0,22.85,31.38,2022-08-27
11482,GA,31664,51152.29,7,RENT,719,727,11,30,0,0,23.25,31.23,2022-11-19
11483,AZ,85263,31473.16,5,OWN,590,598,5,24,2,0,38.63,37.63,2023-06-13
11484,MO,65428,91822.31,2,OWN,654,662,17,12,0,0,55.94,40.44,2018-02-27
11485,TN,37891,173919.21,7,RENT,622,630,17,15,0,0,27.81,11.09,2020-01-19
11486,WA,98799,17661.71,10,RENT,732,740,3,15,0,0,48.14,44.48,2021-04-05
11487,MA,01310,27950.85,5,MORTGAGE,700,708,7,28,1,0,54.63,5.26,2023-01-30
11488,OH,43264,20799.99,5,MORTGAGE,728,736,14,24,0,0,34.83,28.42,2020-08-15
11489,IN,47911,49778.49,3,MORTGAGE,708,716,16,19,0,0,12.82,39.28,2020-11-13
11490,TN,38331,61561.19,1,OWN,637,645,7,18,1,0,93.48,10.49,2022-06-22
11491,MI,49217,23140.45,5,RENT,581,589,8,11,0,0,38.32,9.72,2019-08-25
11492,GA,31153,127654.92,8,MORTGAGE,650,658,12,22,0,0,86.39,17.55,2021-06-14
11493,WA,99378,39945.82,4,OWN,652,660,11,19,2,0,13.05,34.52,2019-07-02
11494,WA,99245,51044.65,1,OWN,781,789,13,23,0,1,59.47,21.57,2022-03-13
11495,AZ,85128,42122.93,7,RENT,691,699,14,10,0,0,8.21,6.59,2018-09-22
11496,TX,77732,86873.35,2,RENT,666,674,6,20,1,0,57.75,37.45,2018-02-07
11497,NY,13222,47301.95,8,MORTGAGE,817,825,4,28,0,0,25.3,14.97,2019-11-06
11498,CA,95249,79821.1,4,OWN,733,741,19,33,1,0,2.76,23.6,2021-04-19
11499,MI,48379,28769.92,10,OWN,713,721,9,19,0,0,30.57,25.24,2019-11-28
11500,NY,13067,51147.25,10,MORTGAGE,695,703,14,39,0,0,79.18,35.16,2018-12-23
11501,MD,21373,87194.9,7,RENT,640,648,7,31,0,0,37.85,17.34,2019-03-12
11502,NC,27943,76813.74,0,OWN,738,746,5,19,0,0,19.89,44.3,2018-02-12
11503,MD,21688,74891.37,8,OWN,630,638,7,24,0,1,26.57,39.25,2022-06-06
11504,NC,28437,58985.37,4,OWN,702,710,16,23,0,0,89.93,35.38,2019-11-05
11505,FL,33903,133562.14,3,MORTGAGE,634,642,10,14,2,1,48.41,5.53,2019-08-09
11506,TX,79334,27230.74,5,OWN,591,599,7,18,0,0,82.23,34.55,2021-09-30
11507,MO,64783,20821.49,10,RENT,701,709,12,24,0,0,54.79,19.9,2020-10-25
11508,MI,48330,148042.31,8,MORTGAGE,718,726,7,11,3,0,93.04,7.35,2021-08-13
11509,MO,63447,73262.15,6,RENT,745,753,16,12,2,0,76.49,13.11,2022-11-04
11510,OH,43669,51656.31,3,MORTGAGE,594,602,7,25,2,0,87.68,20.29,2023-10-10
11511,GA,31512,69800.24,1,RENT,598,606,5,17,0,0,24.37,29.53,2020-07-04
11512,WA,98961,94717.4,1,OWN,647,655,4,31,2,1,83.17,8.69,2019-11-19
11513,TN,37719,53627.79,5,OWN,737,745,3,34,3,0,78.25,5.18,2022-02-03
11514,FL,32182,48566.73,0,MORTGAGE,604,612,17,34,0,0,49.82,9.64,2019-01-05
11515,TN,37975,138771.01,2,OWN,696,704,19,22,0,0,5.58,29.46,2019-04-23
11516,NC,28772,25065.17,3,RENT,689,697,19,30,1,0,34.53,5.44,2022-11-12
11517,WA,98809,83086.95,6,MORTGAGE,841,849,5,24,1,0,58.39,5.24,2022-12-17
11518,OH,45506,62319.21,6,OWN,703,711,9,29,0,0,71.8,44.96,2020-02-11
11519,VA,23582,29640.58,2,RENT,583,591,6,14,0,1,77.97,35.71,2018-05-28
11520,NJ,07469,13627.79,0,OWN,705,713,14,12,0,0,7.97,28.65,2020-04-16
11521,FL,34365,48986.88,2,RENT,706,714,19,26,1,0,53.61,25.32,2020-06-30
11522,NJ,08733,32359.51,7,MORTGAGE,603,611,17,31,0,0,22.51,42.31,2018-11-03
11523,PA,17523,74691.56,3,RENT,839,847,15,33,1,0,10.48,28.81,2018-08-14
11524,PA,16722,119218.14,2,RENT,693,701,9,30,0,0,66.91,5.69,2020-02-29
11525,GA,31242,122224.98,4,RENT,721,729,7,18,0,0,11.07,41.44,2021-03-04
11526,MO,63523,22330.59,9,MORTGAGE,753,761,3,34,0,0,13.61,44.24,2019-07-03
11527,GA,31476,77445.36,7,RENT,714,722,15,27,1,0,89.68,39.33,2023-12-14
11528,TN,38327,36323.4,9,RENT,735,743,13,31,0,1,74.54,37.87,2023-08-14
11529,TX,75738,53572.16,8,OWN,687,695,9,15,0,0,13.55,40.29,2020-03-20
11530,FL,34888,35031.2,2,MORTGAGE,750,758,8,28,0,0,85.23,14.43,2021-07-27
11531,WI,53157,65567.7,4,RENT,706,714,4,17,3,0,2.85,43.82,2018-12-16
11532,NJ,08878,60693.63,2,RENT,708,716,18,35,0,0,40.23,20.71,2019-01-05
11533,NJ,08048,71536.28,6,OWN,715,723,3,28,0,0,0.47,33.12,2021-09-02
11534,TN,37290,48431.77,5,MORTGAGE,661,669,14,19,0,0,51.86,42.47,2023-10-27
11535,WI,54309,18809.33,6,RENT,731,739,17,12,0,0,90.19,8.56,2022-11-11
11536,IN,47609,51916.78,9,RENT,681,689,3,27,0,0,2.35,19.38,2019-12-16
11537,FL,34980,55955.58,1,MORTGAGE,702,710,19,22,0,0,52.83,42.57,2020-05-10
11538,TN,38288,98748.54,0,MORTGAGE,632,640,7,30,0,0,8.24,10.0,2019-10-31
11539,TN,38272,78871.99,3,RENT,620,628,13,26,0,0,75.58,8.66,2020-07-15
11540,WA,98448,31609.05,6,RENT,677,685,16,13,0,0,76.52,41.94,2019-12-22
11541,GA,31967,101595.92,9,RENT,620,628,6,34,0,1,54.75,26.55,2022-01-25
11542,NC,28071,62710.61,5,MORTGAGE,718,726,4,21,0,1,45.24,5.93,2021-09-19
11543,IN,46598,90688.99,5,RENT,623,631,7,28,1,0,73.01,44.4,2022-07-16
11544,AZ,85858,43428.93,2,RENT,783,791,10,36,0,0,49.52,44.76,2021-10-02
11545,OH,44906,57139.53,6,OWN,836,844,4,19,0,0,42.48,24.38,2018-12-26
11546,IN,47909,144548.06,5,OWN,636,644,4,27,0,0,81.69,8.57,2019-02-27
11547,MA,02220,24713.2,4,OWN,727,735,14,24,0,0,0.76,28.31,2018-06-17
11548,WI,53140,23584.43,2,RENT,620,628,10,18,0,1,84.63,40.23,2023-02-26
11549,MO,64843,51729.46,2,RENT,738,746,17,31,0,0,1.99,12.2,2021-03-23
11550,TX,78127,45088.86,7,RENT,733,741,18,12,2,0,7.43,41.2,2018-09-20
11551,VA,23187,13522.36,6,RENT,728,736,5,39,0,0,56.38,18.0,2018-04-22
11552,WI,53452,32447.32,0,RENT,714,722,14,35,0,0,54.64,9.13,2020-09-15
11553,AZ,86363,73434.56,8,RENT,774,782,19,18,0,0,22.47,44.87,2020-08-07
11554,MD,21387,82029.94,10,RENT,695,703,19,17,0,2,10.36,5.35,2018-12-27
11555,NY,11393,110886.52,0,MORTGAGE,582,590,13,19,0,0,8.48,30.37,2018-11-14
11556,NJ,07268,43684.94,8,RENT,738,746,8,34,0,0,35.53,5.11,2021-02-28
11557,AZ,86536,130972.41,1,MORTGAGE,831,839,13,13,3,1,17.92,16.68,2020-07-09
11558,MA,01379,109495.43,2,RENT,702,710,4,32,0,0,7.09,19.7,2021-11-19
11559,WI,54045,38611.78,5,RENT,601,609,15,16,0,0,47.76,33.95,2022-08-06
11560,MD,21242,19861.36,6,MORTGAGE,724,732,16,28,0,0,26.13,42.67,2020-06-19
11561,GA,31947,59807.29,3,MORTGAGE,776,784,4,22,1,2,24.89,10.06,2020-04-19
11562,NC,27778,19261.35,5,RENT,775,783,14,35,0,0,87.26,7.99,2021-04-24
11563,OH,45940,45860.28,0,RENT,771,779,12,17,0,0,35.15,29.37,2019-10-30
11564,MA,01617,26843.88,1,OWN,626,634,18,36,1,0,74.11,14.98,2021-08-25
11565,AZ,85478,139953.16,2,RENT,632,640,4,11,0,0,7.93,31.78,2023-06-12
11566,MI,49828,83814.75,3,MORTGAGE,748,756,8,18,0,0,60.44,31.93,2018-02-18
11567,VA,22334,54039.85,3,RENT,779,787,13,12,0,0,50.43,6.09,2018-03-04
11568,TX,77550,29148.18,5,RENT,711,719,5,14,0,0,47.33,29.96,2021-03-07
11569,MI,48051,59824.61,9,MORTGAGE,806,814,12,20,0,0,36.0,41.06,2019-05-24
11570,PA,16730,19522.06,4,RENT,691,699,11,35,0,0,47.2,16.05,2022-01-22
11571,MI,48304,18456.82,9,MORTGAGE,686,694,8,25,0,0,66.95,28.17,2019-02-02
11572,NJ,08950,11907.26,5,MORTGAGE,715,723,3,37,0,0,73.6,19.4,2023-12-07
11573,VA,24392,84512.26,7,MORTGAGE,840,848,4,16,0,0,94.86,24.64,2023-04-15
11574,NC,27739,96322.27,3,RENT,825,833,8,15,3,0,59.01,27.24,2020-03-19
11575,NY,14219,15754.13,1,RENT,747,755,16,36,0,0,11.93,9.53,2023-08-10
11576,NY,13670,29648.81,0,OWN,685,693,7,35,0,0,83.15,26.5,2020-02-03
11577,OH,45296,42339.83,4,OWN,691,699,19,31,0,0,10.64,13.03,2018-05-05
11578,WI,54947,74872.42,6,MORTGAGE,724,732,3,17,0,0,66.22,32.77,2020-11-26
11579,GA,31511,41636.88,4,OWN,641,649,6,19,2,0,62.88,28.78,2020-03-23
11580,NC,28877,30803.53,4,RENT,606,614,4,11,0,0,29.57,33.52,2020-05-25
11581,NC,28236,60310.0,2,MORTGAGE,713,721,5,20,0,0,56.92,36.1,2021-07-06
11582,WA,99256,66808.09,4,MORTGAGE,644,652,12,32,0,0,18.39,11.31,2018-12-12
11583,AZ,85646,24635.63,4,MORTGAGE,576,584,7,11,0,1,26.57,44.89,2021-01-12
11584,MA,01419,63488.58,1,RENT,665,673,3,26,0,0,84.02,20.67,2022-09-12
11585,TN,37677,56775.05,8,RENT,745,753,10,23,0,0,55.1,34.09,2022-03-15
11586,GA,30259,71679.34,4,MORTGAGE,697,705,5,34,0,0,43.67,39.48,2018-01-23
11587,WA,98731,62217.56,0,MORTGAGE,742,750,5,22,0,1,26.14,6.89,2021-03-19
11588,WI,54285,61838.61,3,MORTGAGE,700,708,6,15,0,2,62.15,8.69,2019-02-22
11589,IN,47885,48301.69,7,MORTGAGE,621,629,14,39,0,0,86.26,18.38,2019-05-23
11590,WI,54361,80054.22,5,RENT,659,667,11,15,0,0,22.29,38.58,2021-08-28
11591,MA,01026,170348.12,2,RENT,658,666,19,29,0,0,57.1,12.82,2023-12-21
11592,GA,31361,232187.93,10,RENT,672,680,7,35,0,0,91.42,9.24,2019-04-27
11593,MO,63170,78112.07,3,RENT,729,737,18,15,2,1,7.34,16.47,2023-11-06
11594,CA,94816,46880.22,2,RENT,638,646,4,13,0,0,87.02,29.06,2023-01-30
11595,MD,21214,84861.74,4,MORTGAGE,585,593,17,34,0,0,19.47,9.88,2023-07-06
11596,PA,17841,17298.13,3,MORTGAGE,707,715,11,38,0,0,38.38,16.12,2019-01-06
11597,WA,98984,98881.72,3,OWN,671,679,19,23,0,0,17.54,5.52,2018-02-19
11598,AZ,85441,64568.58,7,OWN,587,595,6,26,0,0,71.41,34.07,2018-12-13
11599,VA,22844,39647.72,8,OWN,728,736,10,36,0,0,64.02,30.34,2022-03-01
11600,IN,47150,19876.22,1,OWN,594,602,19,22,0,0,35.53,41.58,2019-06-13
11601,WI,53161,29007.74,4,RENT,722,730,17,31,0,0,30.52,7.7,2023-08-09
11602,NJ,07599,20940.89,2,MORTGAGE,694,702,19,28,0,0,10.87,15.26,2019-06-11
11603,TX,79808,36460.24,1,RENT,640,648,16,39,0,0,40.58,26.66,2022-09-03
11604,NC,28103,42744.27,2,MORTGAGE,831,839,9,17,0,0,44.69,21.31,2019-02-10
11605,MI,48063,46009.7,2,MORTGAGE,577,585,4,18,0,0,56.47,21.1,2019-07-08
11606,WA,98010,53697.86,3,MORTGAGE,656,664,11,38,0,1,93.08,28.79,2023-04-24
11607,CA,93630,31572.61,2,RENT,587,595,17,20,3,0,29.08,40.48,2023-12-21
11608,NY,14245,68284.68,8,MORTGAGE,636,644,12,26,0,0,40.18,18.78,2022-04-20
11609,PA,16366,26488.78,6,MORTGAGE,760,768,17,37,0,0,27.59,42.72,2021-07-24
11610,MO,65403,72555.19,8,MORTGAGE,628,636,11,17,0,0,17.02,22.65,2020-09-28
11611,IL,62459,34458.99,3,RENT,727,735,8,34,0,0,28.61,24.8,2020-08-30
11612,NJ,07523,35032.32,5,RENT,695,703,10,32,0,0,59.57,14.63,2023-04-19
11613,IN,46098,93836.99,8,OWN,716,724,13,15,1,0,85.99,25.57,2020-01-25
11614,AZ,86143,30724.65,3,MORTGAGE,816,824,12,23,0,1,30.43,32.29,2022-04-10
11615,NJ,07375,138890.7,7,MORTGAGE,806,814,5,36,1,0,84.07,41.51,2020-08-07
11616,MD,21200,46643.06,0,OWN,734,742,12,14,1,0,77.22,37.63,2022-10-30
11617,TX,76277,62079.57,7,RENT,686,694,12,22,1,0,80.77,36.1,2023-08-09
